Flight No,Type,Date,Origin,Departure Time,Arrival Time,Destination,IsDome
3U8001,320,.2.4.6.,南昌/昌北,1255,1525,西昌/青山,国内
3U8002,320,.2.4.6.,西昌/青山,1610,1815,南昌/昌北,国内
3U8003,321,.2.4.6.,南宁/吴圩,1815,2035,温州/龙湾,国内
3U8003,321,1.3.5.7,南宁/吴圩,1815,2035,温州/龙湾,国内
3U8004,321,.2.4.6.,温州/龙湾,2125,0015,南宁/吴圩,国内
3U8004,321,1.3.5.7,温州/龙湾,2125,0015,南宁/吴圩,国内
3U8005,319,1...5.7,成都/双流,0720,0835,稻城/亚丁,国内
3U8005,319,..3....,成都/双流,0645,0755,稻城/亚丁,国内
3U8006,319,1...5.7,稻城/亚丁,0925,1025,成都/双流,国内
3U8006,319,..3....,稻城/亚丁,0840,0935,成都/双流,国内
3U8007,319,1......,重庆/江北,0705,0815,九寨/黄龙,国内
3U8008,319,1......,九寨/黄龙,1140,1245,重庆/江北,国内
3U8009,319,.2.....,宜宾/菜坝,1100,1200,九寨/黄龙,国内
3U8010,319,.2.....,九寨/黄龙,1300,1400,宜宾/菜坝,国内
3U8011,319,..3...7,温州/龙湾,1105,1305,邯郸,国内
3U8012,319,..3...7,邯郸,1425,1625,温州/龙湾,国内
3U8017,319,1234567,神农架/红坪,1330,1640,大庆/萨尔图,国内
3U8018,319,1234567,大庆/萨尔图,1730,2110,神农架/红坪,国内
3U8019,320,1234567,成都/双流,1110,1305,长沙/黄花,国内
3U8020,320,1234567,宁波/栎社,1630,1825,长沙/黄花,国内
3U8027,320,1234567,银川/河东,1215,1530,海口/美兰,国内
3U8028,320,1234567,海口/美兰,1630,2000,银川/河东,国内
3U8035,319,1234567,吕梁/大武,0930,1110,赤峰/玉龙,国内
3U8036,319,1234567,赤峰/玉龙,1200,1340,吕梁/大武,国内
3U8037,320,123..67,成都/双流,0905,1000,康定,国内
3U8037,320,...4...,成都/双流,0855,0950,康定,国内
3U8037,320,....5..,成都/双流,0915,1010,康定,国内
3U8038,320,1234.67,康定,1045,1140,成都/双流,国内
3U8038,320,....5..,康定,1055,1150,成都/双流,国内
3U8045,320,1234567,昆明/长水,1755,2120,天津/滨海,国内
3U8046,320,1234567,天津/滨海,2220,0155,昆明/长水,国内
3U8049,320,1.3.5.7,长沙/黄花,1100,1320,西昌/青山,国内
3U8050,320,1.3.5.7,西昌/青山,1615,1825,长沙/黄花,国内
3U8051,321,......7,成都/双流,2105,2305,北海/福成,国内
3U8051,321,.2.4...,成都/双流,2100,2305,北海/福成,国内
3U8051,321,..3....,成都/双流,2050,2305,北海/福成,国内
3U8051,321,....56.,成都/双流,2105,2305,北海/福成,国内
3U8051,321,1......,成都/双流,2100,2305,北海/福成,国内
3U8052,321,.23456.,北海/福成,2350,0210,成都/双流,国内
3U8052,321,1.....7,北海/福成,2350,0210,成都/双流,国内
3U8053,319,.2.4.6.,杭州/萧山,0745,1100,昭通,国内
3U8054,319,.2.4.6.,丽江/三义,1640,1745,昭通,国内
3U8057,321,.2.....,成都/双流,0650,0915,合肥/新桥,国内
3U8057,321,......7,成都/双流,0605,0820,合肥/新桥,国内
3U8058,321,.2.....,合肥/新桥,1010,1250,成都/双流,国内
3U8058,321,......7,合肥/新桥,0910,1145,成都/双流,国内
3U8061,320,1234567,乌鲁木齐/地窝堡,0730,1010,兰州/中川,国内
3U8062,320,.....67,成都/双流,1405,1525,兰州/中川,国内
3U8062,320,12345..,成都/双流,1350,1525,兰州/中川,国内
3U8063,321,..3.5.7,成都/双流,0705,0920,珠海/金湾,国内
3U8063,321,1......,成都/双流,0705,0920,珠海/金湾,国内
3U8064,321,1.3.5.7,珠海/金湾,1015,1245,成都/双流,国内
3U8101,321,1.3.5.7,哈尔滨/太平,0750,1100,宁波/栎社,国内
3U8101,321,.2.4.6.,哈尔滨/太平,0805,1100,宁波/栎社,国内
3U8102,321,1234567,北海/福成,1630,1905,宁波/栎社,国内
3U8103,319,....5..,成都/双流,1400,1550,吕梁/大武,国内
3U8103,319,......7,成都/双流,1350,1535,吕梁/大武,国内
3U8103,319,..3....,成都/双流,1350,1550,吕梁/大武,国内
3U8104,319,..3.5..,大连/周水子,1915,2050,吕梁/大武,国内
3U8104,319,......7,大连/周水子,1915,2050,吕梁/大武,国内
3U8105,330,..3.5..,成都/双流,0810,1005,太原/武宿,国内
3U8106,330,...4.6.,太原/武宿,1645,1855,成都/双流,国内
3U8107,320,1234567,昆明/长水,1450,1725,常州/奔牛,国内
3U8108,320,1234567,青岛/流亭,2040,2155,常州/奔牛,国内
3U8113,320,1.3.5.7,西昌/青山,1245,1345,宜宾/菜坝,国内
3U8114,320,1.3.5.7,宜宾/菜坝,1435,1535,西昌/青山,国内
3U8115,319,...4...,成都/双流,0950,1115,甘南/夏河,国内
3U8115,319,.2...6.,成都/双流,1005,1115,甘南/夏河,国内
3U8116,319,.2.4.6.,银川/河东,1345,1450,甘南/夏河,国内
3U8117,320,1234567,昆明/长水,1100,1340,南京/禄口,国内
3U8118,320,1234567,南京/禄口,1445,1750,昆明/长水,国内
3U8119,319,...4.6.,宜宾/菜坝,1650,1750,稻城/亚丁,国内
3U8120,319,...4.6.,稻城/亚丁,1850,1950,宜宾/菜坝,国内
3U8123,320,1234567,西安/咸阳,1840,2100,青岛/流亭,国内
3U8124,320,1234567,青岛/流亭,2200,0020,西安/咸阳,国内
3U8125,321,.2.4.6.,哈尔滨/太平,0845,1105,石家庄/正定,国内
3U8126,321,.2.4.6.,重庆/江北,1525,1730,石家庄/正定,国内
3U8131,320,1.3.5.7,西安/咸阳,0725,0925,贵阳/龙洞堡,国内
3U8132,320,......7,泉州/晋江,1320,1545,贵阳/龙洞堡,国内
3U8132,320,1.3.5..,泉州/晋江,1320,1545,贵阳/龙洞堡,国内
3U8133,320,1......,上饶/三清山,2100,2215,南京/禄口,国内
3U8135,319,....5..,稻城/亚丁,1100,1330,邯郸,国内
3U8136,319,....5..,邯郸,1420,1650,稻城/亚丁,国内
3U8137,321,.2.4.6.,重庆/江北,0655,0855,南宁/吴圩,国内
3U8137,321,1.3.5.7,重庆/江北,0700,0855,南宁/吴圩,国内
3U8138,321,.....6.,南宁/吴圩,1005,1155,重庆/江北,国内
3U8138,321,12345.7,南宁/吴圩,1005,1200,重庆/江北,国内
3U8139,320,.2.....,成都/双流,0650,0955,鞍山/腾鳌,国内
3U8139,320,.....6.,成都/双流,0845,1150,鞍山/腾鳌,国内
3U8139,320,...4...,成都/双流,0845,1150,鞍山/腾鳌,国内
3U8140,320,.2.....,鞍山/腾鳌,1045,1445,成都/双流,国内
3U8140,320,.....6.,鞍山/腾鳌,1245,1645,成都/双流,国内
3U8140,320,...4...,鞍山/腾鳌,1245,1645,成都/双流,国内
3U8141,320,1234567,西昌/青山,1750,1930,南宁/吴圩,国内
3U8142,320,1234567,南宁/吴圩,2025,2225,西昌/青山,国内
3U8143,320,.....6.,西昌/青山,0605,0900,温州/龙湾,国内
3U8144,320,.....6.,温州/龙湾,0955,1250,西昌/青山,国内
3U8147,320,......7,黔江/武陵山,0735,0925,上饶/三清山,国内
3U8147,320,....5..,黔江/武陵山,0735,0925,上饶/三清山,国内
3U8148,320,....5..,上饶/三清山,1015,1200,黔江/武陵山,国内
3U8148,320,......7,上饶/三清山,1015,1200,黔江/武陵山,国内
3U8149,320,1234567,达州/河市,1100,1300,承德,国内
3U8150,320,1234567,承德,1350,1550,达州/河市,国内
3U8151,319,1.3.5.7,珠海/金湾,1330,1530,常州/奔牛,国内
3U8151,320,.2.4.6.,珠海/金湾,1330,1530,常州/奔牛,国内
3U8152,319,1.3.5.7,常州/奔牛,1620,1845,珠海/金湾,国内
3U8152,320,.2.4.6.,常州/奔牛,1620,1845,珠海/金湾,国内
3U8155,320,.....6.,成都/双流,0620,0800,西宁/曹家堡,国内
3U8155,320,.2.....,成都/双流,0620,0800,西宁/曹家堡,国内
