Flight No,Type,Date,Origin,Departure Time,Arrival Time,Destination,IsDome
JD5117,319,1234567,北京首都,2110,2240,包头,国内
JD5118,319,1234567,包头,2325,0045,北京首都,国内
JD5275,319,1234567,南京,1355,1540,石家庄,国内
JD5276,319,1234567,呼和浩特,1825,1930,石家庄,国内
JD5339,319,1234567,厦门,1055,1240,武汉,国内
JD5340,319,1234567,呼和浩特,1640,1850,武汉,国内
JD5357,319,1234567,北京首都,0715,0845,二连浩特,国内
JD5358,319,1234567,二连浩特,0920,1045,北京首都,国内
JD5367,319,1.3.5..,海口,1155,1405,宜昌,国内
JD5368,319,1.3.5..,呼和浩特,1750,1950,宜昌,国内
JD5399,319,1234567,包头,1520,1655,郑州,国内
JD5400,319,1.3.5.7,三亚,0935,1240,郑州,国内
JD5400,319,.2.4.6.,三亚,0910,1215,郑州,国内
JD5563,319,.2.4..7,北京首都,2005,2230,满洲里,国内
JD5564,319,.2.4..7,满洲里,2310,0135,北京首都,国内
JD5601,319,.2.4...,呼和浩特,1755,2025,南昌,国内
JD5601,319,.....67,呼和浩特,1755,2015,南昌,国内
JD5602,319,.2.4.67,海口,1155,1405,南昌,国内
JD5625,319,1...5..,北京首都,2005,2220,海拉尔,国内
JD5626,319,1...5..,海拉尔,2300,0125,北京首都,国内
JD5633,319,1.3.5.7,杭州,0915,1055,郑州,国内
JD5633,319,.2.4.6.,杭州,0915,1055,郑州,国内
JD5634,319,1.3.5.7,呼和浩特,1400,1520,郑州,国内
JD5634,319,...4...,呼和浩特,1400,1520,郑州,国内
JD5634,319,.2...6.,呼和浩特,1400,1520,郑州,国内
JD5643,319,1.3.5.7,桂林,0645,0845,郑州,国内
JD5644,319,1.3.5.7,呼和浩特,1230,1405,郑州,国内
JD5739,319,1.3.5.7,丽江,0740,1055,天津,国内
JD5740,319,1.3.5.7,天津,1155,1525,丽江,国内
9C8555,320,1234567,石家庄,0700,0910,杭州,国内
9C8556,320,1234567,杭州,1020,1230,石家庄,国内
9C8603,320,1234567,石家庄,1005,1230,绵阳,国内
9C8604,320,1234567,绵阳,1330,1545,石家庄,国内
9C8633,320,12.45.7,石家庄,1610,1850,厦门,国内
9C8634,320,12.45.7,厦门,2210,0030,石家庄,国内
9C8749,320,.2.45.7,石家庄,0955,1235,贵阳,国内
9C8750,320,.2.45.7,贵阳,1320,1550,石家庄,国内
9C8785,320,1234567,石家庄,1520,1800,福州,国内
9C8786,320,1234567,福州,1855,2140,石家庄,国内
9C8873,320,1234567,石家庄,0815,0945,大连,国内
9C8874,320,1.3.5.7,大连,1150,1325,石家庄,国内
9C8874,320,.2.4.6.,大连,1120,1245,石家庄,国内
9C8905,320,.2.4.6.,石家庄,2240,0145,深圳,国内
9C8905,320,1.3.5.7,石家庄,2250,0155,深圳,国内
9C8906,320,1234567,深圳,1250,1550,石家庄,国内
9C8937,320,1234567,石家庄,1040,1350,昆明,国内
9C8938,320,1234567,昆明,1450,1805,石家庄,国内
9C8975,320,1234567,石家庄,0700,0940,厦门,国内
9C8976,320,1234567,厦门,1045,1310,石家庄,国内
9C8985,320,1234567,石家庄,1740,2015,成都,国内
9C8986,320,.2.45.7,成都,2145,2355,石家庄,国内
9C8986,320,1.3..6.,成都,2145,2355,石家庄,国内
9C8993,320,1234567,石家庄,1930,2200,重庆,国内
9C8994,320,1234567,重庆,2305,0115,石家庄,国内
CA1921,320,.2.4..7,温州,0835,1105,天津,国内
CA1921,320,1....6.,温州,0835,1105,天津,国内
CA1921,320,....5..,温州,0835,1100,天津,国内
CA1921,320,..3....,温州,0835,1105,天津,国内
CA1922,320,....5..,天津,1150,1415,温州,国内
CA1922,320,..3....,天津,1205,1440,温州,国内
CA1922,320,12.4.67,天津,1205,1440,温州,国内
GS6509,320,1234567,天津,1330,1525,武汉,国内
GS6510,320,1234567,三亚,0635,0905,武汉,国内
GS6579,320,12.4567,海口,0645,0845,长沙,国内
GS6579,320,..3....,海口,0645,0845,长沙,国内
GS6580,320,1234567,天津,1440,1705,长沙,国内
GS7497,320,......7,乌鲁木齐,0745,1100,西安,国内
GS7497,320,123456.,乌鲁木齐,0745,1100,西安,国内
GS7498,320,......7,天津,1455,1655,西安,国内
GS7498,320,123456.,天津,1450,1655,西安,国内
