Flight No,Type,Date,Origin,Departure Time,Arrival Time,Destination,IsDome
3U3725,320,1234567,鄂尔多斯/伊金霍洛,1030,1155,邯郸,国内
3U3726,320,1234567,邯郸,1240,1400,鄂尔多斯/伊金霍洛,国内
3U3727,320,1.3.5.7,延吉/朝阳川,0710,1120,泉州/晋江,国内
3U3728,320,1.3.5.7,泉州/晋江,1210,1600,延吉/朝阳川,国内
3U3729,320,1.3.5.7,西昌/青山,1815,2030,南昌/昌北,国内
3U3730,320,1.3.5.7,南昌/昌北,2125,0015,西昌/青山,国内
3U3733,320,1......,西昌/青山,1930,2215,南京/禄口,国内
3U3791,320,1234567,神农架/红坪,1135,1305,温州/龙湾,国内
3U3792,320,1234567,温州/龙湾,1400,1530,神农架/红坪,国内
3U3797,319,....5.7,丽江/三义,1950,2055,宜宾/菜坝,国内
3U3797,319,1......,丽江/三义,1650,1755,宜宾/菜坝,国内
3U3798,319,....5.7,宜宾/菜坝,2145,2250,丽江/三义,国内
3U3798,319,1......,宜宾/菜坝,1240,1345,丽江/三义,国内
3U3799,320,1234567,哈尔滨/太平,0620,0810,营口/兰旗,国内
3U3800,320,1234567,营口/兰旗,2025,2200,哈尔滨/太平,国内
3U8005,319,1.3.5.7,成都/双流,0720,0835,稻城/亚丁,国内
3U8006,319,..3....,稻城/亚丁,0920,1030,成都/双流,国内
3U8006,319,1...5..,稻城/亚丁,0920,1030,成都/双流,国内
3U8006,319,......7,稻城/亚丁,0920,1025,成都/双流,国内
3U8011,320,12.4.6.,西昌/青山,1800,1910,丽江/三义,国内
3U8011,320,..3.5.7,西昌/青山,1800,1910,丽江/三义,国内
3U8012,320,12.4.6.,丽江/三义,1955,2105,西昌/青山,国内
3U8012,320,..3.5.7,丽江/三义,1955,2105,西昌/青山,国内
3U8013,319,...4.6.,成都/双流,0720,0830,甘孜/格萨尔,国内
3U8013,319,.2.....,成都/双流,0720,0835,甘孜/格萨尔,国内
3U8014,319,...4.6.,甘孜/格萨尔,0915,1010,成都/双流,国内
3U8014,319,.2.....,甘孜/格萨尔,0920,1020,成都/双流,国内
3U8021,320,1234567,西双版纳/嘎洒,0840,1045,绵阳/南郊,国内
3U8022,320,1234567,南京/禄口,1500,1730,绵阳/南郊,国内
3U8023,321,1234567,重庆/江北,2100,2255,北海/福成,国内
