Flight No,Type,Date,Origin,Departure Time,Arrival Time,Destination,IsDome,,,,,,,,,,,,,,,,,,,,,,,,,
TV9928,320,1.3.5.7,兰州,1305,1500,贵阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
TV9929,319,1234567,成都,1625,1840,济南,国内,,,,,,,,,,,,,,,,,,,,,,,,,
TV9930,319,1234567,济南,2150,0030,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
TV9931,319,.2.4.6.,拉萨,1625,1830,兰州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
TV9932,319,.2.4.6.,青岛,0850,1145,兰州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
TV9935,319,1234567,昆明,1415,1730,天津,国内,,,,,,,,,,,,,,,,,,,,,,,,,
TV9936,319,1234567,天津,1835,2215,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2503,738,1234567,乌鲁木齐,1355,1735,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2504,738,1234567,郑州,1850,2315,乌鲁木齐,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2505,738,.2.4.6.,乌鲁木齐,2145,2300,伊宁,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2506,738,.2.4.6.,伊宁,2345,0055,乌鲁木齐,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2507,738,1234567,乌鲁木齐,0900,1205,西安,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2508,738,.23.567,西安,1315,1655,乌鲁木齐,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2508,738,1..4...,西安,1315,1705,乌鲁木齐,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2509,738,.2.4.6.,乌鲁木齐,1805,2125,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2510,738,.2.4.6.,成都,2230,0210,乌鲁木齐,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2511,738,1.3.5.7,乌鲁木齐,2105,2300,喀什,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2512,738,1.3.5.7,喀什,2345,0135,乌鲁木齐,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2513,738,1234567,乌鲁木齐,1025,1330,绵阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2514,738,1234567,海口,1740,2010,绵阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2517,738,1234567,乌鲁木齐,0810,1200,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2518,738,1234567,武汉,1300,1735,乌鲁木齐,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2519,738,1234567,乌鲁木齐,0825,1050,兰州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2520,738,1234567,长沙,1500,1720,兰州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2521,738,1.3.5.7,乌鲁木齐,1020,1240,兰州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2522,738,1.3.5.7,合肥,1635,1900,兰州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2523,738,1.3.5.7,乌鲁木齐,2145,2300,哈克苏,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2524,738,1.3.5.7,哈克苏,2340,0055,乌鲁木齐,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2529,738,1234567,乌鲁木齐,1830,2205,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2530,738,1234567,重庆,2305,0310,乌鲁木齐,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2533,738,1234567,乌鲁木齐,1120,1415,银川,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2534,738,1234567,合肥,1835,2055,银川,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2535,738,.2.4.6.,乌鲁木齐,1020,1240,兰州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2536,738,.2.4.6.,连云港,1640,1850,兰州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2537,738,1234567,乌鲁木齐,0940,1315,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
UQ2538,738,1234567,温州,1700,1915,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87501,738,1234567,浦东,1640,2020,三亚,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87502,738,.234567,三亚,2200,0055,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87502,738,1......,三亚,2150,0055,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87503,738,1234567,浦东,0805,1105,珠海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87504,738,1234567,珠海,2150,0015,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87505,738,.2.4.6.,浦东,0725,1025,桂林,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87506,738,.2.4.6.,桂林,1215,1430,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87507,738,1.3.5.7,浦东,0720,1025,哈尔滨,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87508,738,1.3.5.7,哈尔滨,1125,1430,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87509,738,1234567,浦东,0645,1005,贵阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87510,738,1234567,贵阳,2135,0010,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87531,738,1234567,郑州,0755,1055,海口,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87532,738,1234567,海口,2115,0005,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87565,738,1234567,深圳,1005,1310,太原,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87566,738,12345..,呼和浩特,1950,2100,太原,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87566,738,.....67,呼和浩特,1950,2100,太原,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87569,738,1234567,西昌,2015,2235,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87570,738,1234567,深圳,0710,0940,西昌,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87581,738,.2.4.6.,珠海,1200,1430,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87582,738,.2.4.6.,郑州,1530,1755,珠海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87583,738,1.3.5.7,珠海,1225,1455,济南,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87584,738,1.3.5.7,济南,1655,1945,珠海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87585,738,1234567,贵阳,1140,1345,温州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87586,738,1234567,温州,1755,2035,贵阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87589,738,1234567,西昌,1040,1320,济南,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87590,738,1.3.5.7,济南,1600,1910,西昌,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87590,738,.2.4.6.,济南,1450,1805,西昌,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87591,738,1.3.5.7,海口,1145,1535,沂州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87592,738,1.3.5.7,沂州,1620,2015,海口,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87593,738,.2.4.6.,海口,1145,1405,温州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87594,738,.2.4.6.,温州,1735,2015,海口,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87911,73F,1234567,浦东,0030,0240,厦门,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87912,73F,1234567,厦门,0355,0530,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87921,73F,1234567,南昌,0030,0220,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87922,73F,1234567,长沙,0300,0440,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87923,73F,1234567,广州,0045,0305,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87924,73F,1234567,浦东,0405,0650,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87927,73F,1234567,青岛,2320,0105,杭州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87928,73F,1234567,广州,0345,0650,青岛,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87929,73F,1234567,浦东,0205,0435,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87930,73F,1234567,北京,0425,0645,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87932,73F,1234567,北京,0440,0650,杭州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87933,73F,1234567,杭州,0130,0310,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87934,73F,1234567,武汉,0435,0555,杭州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87937,73F,.234567,浦东,0200,0535,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87938,73F,.234567,成都,0325,0625,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87941,73F,1234567,武汉,0240,0430,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87942,73F,1234567,深圳,0545,0745,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87943,73F,1234567,天津,2345,0305,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87944,73F,1234567,宁波,0430,0650,天津,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87947,73F,1234567,深圳,0235,0510,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87948,73F,1234567,郑州,0500,0730,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87957,73F,1234567,广州,0045,0305,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87958,73F,1234567,浦东,0405,0655,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87959,73F,......7,深圳,0315,0605,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87960,73F,......7,成都,0425,0655,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87963,73F,1234567,杭州,0230,0415,潍坊,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87964,73F,1234567,潍坊,0500,0650,杭州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87965,73F,1234567,深圳,0210,0410,杭州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87966,73F,1234567,杭州,0510,0725,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87967,73F,1234567,深圳,0020,0330,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87968,73F,1234567,北京,0420,0750,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87969,73F,1234567,厦门,2210,2340,杭州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87970,73F,1234567,郑州,0235,0410,杭州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87971,73F,1234567,深圳,0030,0300,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87972,73F,1234567,浦东,0400,0645,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87975,73F,1234567,浦东,0110,0245,青岛,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87976,73F,1234567,青岛,0350,0520,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87979,73F,1234567,广州,0010,0215,杭州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87980,73F,1234567,北京,0110,0325,杭州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87981,73F,1234567,浦东,0305,0435,青岛,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87982,73F,1234567,青岛,0505,0635,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87984,73F,1234567,武汉,0550,0740,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
Y87992,73F,1234567,广州,0320,0515,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
YG9001,73F,.234567,杭州,0010,0325,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
YG9002,73F,.234567,成都,0415,0655,杭州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
YG9003,73F,.234567,杭州,0430,0655,西安,国内,,,,,,,,,,,,,,,,,,,,,,,,,
YG9004,73F,.234567,西安,0130,0340,杭州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
YG9005,73F,.234567,深圳,0150,0430,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
YG9006,73F,.234567,成都,0510,0735,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
YG9009,73F,.234567,西安,0030,0320,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
YG9010,73F,.234567,深圳,0410,0650,西安,国内,,,,,,,,,,,,,,,,,,,,,,,,,
YG9011,73F,123456.,鄂尔多斯,2255,0015,西安,国内,,,,,,,,,,,,,,,,,,,,,,,,,
YG9012,73F,.234567,西安,0635,0805,鄂尔多斯,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9101,320,1234567,深圳,0725,1045,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9102,320,1234567,北京,2130,0105,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9103,320,1234567,深圳,0950,1305,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9104,320,1234567,北京,1420,1800,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9105,320,1234567,深圳,1230,1540,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9106,320,1234567,北京,1645,2025,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9107,320,1234567,深圳,1445,1805,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9108,320,1234567,北京,1915,2245,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9109,320,1234567,深圳,1610,1925,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9110,320,12.4567,北京,0715,1055,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9110,320,..3....,北京,0725,1055,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9111,320,1234567,深圳,1835,2015,宜春,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9112,320,1234567,北京,0730,1035,宜春,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9113,320,.2...6.,深圳,2120,0040,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9113,320,1.345.7,深圳,2125,0040,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9114,320,1234567,北京,0810,1145,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9121,320,1234567,深圳,0740,1045,天津,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9122,320,1234567,天津,1145,1510,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9123,320,1234567,深圳,1520,1830,天津,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9124,320,1234567,天津,1945,2315,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9127,320,1234567,深圳,0755,0950,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9128,320,1234567,呼和浩特,1350,1555,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9131,320,1234567,深圳,0850,1150,太原,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9132,320,1234567,太原,1235,1535,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9133,320,1.345.7,深圳,1515,1815,太原,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9133,320,.2...6.,深圳,1450,1750,太原,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9134,320,...4..7,太原,1925,2230,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9134,320,123.56.,太原,1920,2215,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9139,320,1234567,深圳,0720,1000,运城,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9140,320,1234567,运城,1045,1335,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9141,320,1234567,广州,1155,1510,天津,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9142,320,.2.4.6.,天津,1650,2010,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9142,320,1.3.5.7,天津,1635,1955,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9145,320,.2.4.6.,广州,1535,1910,包头,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9146,320,.2.4.6.,包头,2010,2350,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9147,320,..3.5.7,广州,1535,1855,呼和浩特,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9148,320,..3.5.7,呼和浩特,1950,2310,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9151,320,1234567,北京,0645,0900,襄阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9152,320,1234567,襄阳,0945,1145,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9153,320,1234567,北京,0620,0840,南通,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9154,320,1234567,南通,2225,0045,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9155,320,1234567,北京,1235,1700,三亚,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9156,320,1234567,三亚,1745,2145,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9157,320,1234567,北京,0645,0910,无锡,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9158,320,1234567,无锡,1030,1245,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9159,320,1234567,北京,1235,1500,西安,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9160,320,123.567,西安,2255,0105,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9160,320,...4...,西安,2255,0100,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9163,320,1234567,北京,2240,0145,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9164,320,1...567,成都,2220,0110,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9165,320,1234567,北京,0705,1000,泉州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9166,320,1234567,泉州,2055,2355,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9167,320,1234567,南宁,0920,1240,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9168,320,1234567,北京,1345,1720,南宁,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9201,320,1234567,深圳,0825,1115,西安,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9202,320,1234567,西安,1235,1530,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9203,320,1234567,深圳,1020,1315,西安,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9204,320,1234567,西安,1420,1715,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9205,320,1234567,深圳,1235,1520,西安,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9206,320,1234567,西安,1625,1920,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9207,320,1234567,深圳,1535,1820,西安,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9208,320,1234567,西安,1925,2230,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9209,320,1234567,深圳,1910,2150,西安,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9210,320,.2.4.6.,西安,0700,0950,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9210,320,1.3.5.7,西安,0705,1010,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9211,320,1234567,深圳,2000,2250,西安,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9212,320,1234567,西安,0845,1140,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9221,320,1234567,广州,1925,2205,西安,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9222,320,1234567,西安,0735,1030,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9223,320,1234567,广州,0950,1230,西安,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9224,320,1234567,兰州,1610,1725,西安,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9225,320,1234567,广州,1320,1610,西安,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9226,320,1234567,银川,1925,2040,西安,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9231,320,1.3.5.7,深圳,0850,1230,银川,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9232,320,1.3.5.7,银川,1335,1705,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9235,320,.2.4.6.,深圳,1005,1400,西宁,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9236,320,1.3.5..,西宁,2230,0150,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9236,320,.2.4.6.,西宁,1450,1815,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9239,320,1234567,深圳,1540,1910,兰州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9240,320,1234567,乌鲁木齐,1010,1235,兰州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9251,320,1234567,西安,1105,1315,扬州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9252,320,1234567,厦门,1650,1840,扬州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9253,320,1234567,西安,0915,1115,南京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9254,320,1234567,南京,1220,1425,西安,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9255,320,1234567,西安,0820,1100,南宁,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9256,320,1234567,三亚,1425,1540,南宁,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9257,320,1.3.5..,西安,0730,0945,景德镇,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9258,320,1.3.5..,福州,1225,1345,景德镇,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9301,320,1234567,深圳,0825,1110,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9302,320,......7,郑州,1335,1600,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9302,320,123456.,郑州,1320,1545,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9303,320,1234567,深圳,1255,1530,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9304,320,1234567,郑州,1645,1920,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9305,320,......7,深圳,2100,2340,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9305,320,123456.,深圳,2015,2250,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9306,320,12345.7,郑州,0920,1150,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9306,320,.....6.,郑州,0820,1050,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9311,320,.2..5.7,深圳,0715,0835,海口,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9312,320,.2..5.7,海口,0920,1040,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9313,320,1234567,深圳,2020,2145,海口,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9314,320,1234567,海口,2315,0035,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9315,320,1.3.5.7,深圳,2200,2315,海口,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9316,320,1.3.5.7,海口,2355,0110,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9317,320,1.34..7,深圳,2255,0010,海口,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9317,320,.2..56.,深圳,2255,0010,海口,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9318,320,1234567,海口,0640,0755,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9321,320,1234567,深圳,2005,2145,三亚,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9322,320,1234567,三亚,2230,0005,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9325,320,......7,深圳,2215,2330,南宁,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9325,320,1.3.5..,深圳,2100,2215,南宁,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9325,320,.2.4.6.,深圳,2215,2330,南宁,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9326,320,.....6.,南宁,2255,0030,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9326,320,1.3.5.7,南宁,0725,0850,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9327,320,1234567,深圳,0645,0800,南宁,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9328,320,1234567,南宁,2310,0035,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9329,320,.2.....,深圳,2155,2250,湛江,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9329,320,1.34567,深圳,2210,2305,湛江,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9330,320,1234567,湛江,0750,0855,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9331,320,1234567,深圳,0820,1025,宜昌,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9332,320,1234567,宜昌,1115,1310,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9333,320,1234567,深圳,2015,2220,宜昌,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9334,320,1.345.7,宜昌,2330,0130,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9334,320,.2...6.,宜昌,2345,0150,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9337,320,1234567,深圳,0700,0925,襄阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9338,320,1234567,襄阳,1025,1250,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9339,320,.2.4.6.,深圳,1950,2225,襄阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9339,320,1.3.5.7,深圳,2010,2235,襄阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9340,320,1234567,襄阳,2320,0140,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9351,320,1234567,广州,2145,2305,海口,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9352,320,1234567,海口,2350,0110,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9353,320,1234567,广州,2220,2345,海口,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9354,320,1234567,海口,0640,0755,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9361,320,1234567,南宁,0740,0940,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
ZH9362,320,12.4567,成都,1820,2020,南宁,国内,,,,,,,,,,,,,,,,,,,,,,,,,
