Flight No,Type,Date,Origin,Departure Time,Arrival Time,Destination,IsDome,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3346,738,1234567,广州,1900,2055,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3349,320,1234567,浦东,0810,1145,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3350,320,1234567,成都,1250,1545,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3351,320,1234567,深圳,1550,1810,常州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3352,320,..3....,常州,1925,2205,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3352,320,12.4567,常州,1915,2155,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3353,738,1234567,广州,1040,1200,北海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3354,738,1234567,北海,0820,0940,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3355,738,1234567,武汉,1630,1820,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3356,738,1234567,深圳,1925,2120,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3357,738,1234567,武汉,0800,0945,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3358,738,1234567,深圳,1050,1250,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3359,320,1234567,浦东,1625,2005,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3360,320,1234567,成都,2110,2355,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3361,738,.2.4.6.,广州,1840,2050,襄阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3361,738,1.3.5.7,广州,1310,1520,襄阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3362,738,1234567,襄阳,2145,2340,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3363,E90,1234567,广州,0730,0955,洛阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3364,E90,.2.456.,洛阳,1035,1255,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3364,E90,1.3...7,洛阳,1045,1305,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3365,320,1234567,深圳,2105,2305,杭州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3366,320,1234567,杭州,0745,1015,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3367,738,1234567,广州,2035,2230,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3368,738,1234567,武汉,0815,1000,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3369,320,1.3.5.7,深圳,1700,1850,温州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3369,320,.2.4.6.,深圳,1700,1850,温州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3370,320,1234567,温州,1940,2140,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3377,738,1234567,广州,2110,2340,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3378,738,1234567,成都,0840,1100,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3379,320,1234567,长沙,1325,1455,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3380,320,1234567,广州,1050,1210,长沙,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3381,320,1234567,广州,2220,0005,张家界,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3382,320,..3....,张家界,0750,0930,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3382,320,12.4567,张家界,0810,0950,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3383,E90,.2.4.67,广州,2105,2315,南阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3383,E90,1.3.5..,广州,1540,1750,南阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3384,E90,1234567,南阳,0735,0940,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3387,320,1234567,长沙,0910,1030,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3388,320,1234567,广州,2010,2125,长沙,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3389,73G,1234567,郑州,1800,2020,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3390,73G,1234567,广州,2125,2350,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3391,73G,1234567,郑州,0800,1020,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3392,738,1234567,广州,1905,2130,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3393,738,1234567,郑州,1240,1455,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3394,738,1234567,广州,1610,1830,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3395,73G,12.4.6.,银川,1740,1920,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3396,73G,12.4.6.,广州,1125,1350,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3397,73G,..3.5.7,广州,1125,1350,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3398,73G,..3.5.7,兰州,1735,1920,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3399,320,1......,广州,0710,0945,绵阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3399,320,....5..,广州,0700,0935,绵阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3399,320,.234.67,广州,0655,0930,绵阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3400,320,1234567,绵阳,1020,1235,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3403,77W,1234567,广州,0715,0950,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3404,77W,1234567,成都,1055,1320,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3405,738,1234567,广州,1005,1215,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3406,738,1234567,重庆,1320,1520,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3407,320,1234567,广州,1335,1620,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3408,320,1234567,昆明,1725,1930,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3409,330,1234567,广州,0815,1105,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3410,330,1234567,昆明,1205,1410,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3413,321,....56.,广州,1355,1640,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3413,321,1234..7,广州,1405,1640,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3414,321,1234567,成都,1745,2015,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3415,321,1234567,广州,1130,1415,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3416,321,1234567,昆明,1520,1730,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3417,332,1234567,广州,1555,1830,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3418,332,1234567,成都,1925,2145,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3419,321,1234567,广州,2110,2355,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3420,321,1234567,昆明,0750,0955,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3425,320,1234567,广州,1340,1600,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3426,320,1234567,重庆,1700,1900,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3427,321,1234567,广州,1835,2120,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3428,321,1234567,成都,2220,0050,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3429,320,1......,广州,1800,2025,南充,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3429,320,.2.4567,广州,1800,2025,南充,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3429,320,..3....,广州,1745,2015,南充,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3430,320,.23456.,南充,1300,1515,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3430,320,1.....7,南充,1300,1515,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3431,321,1234567,海口,0810,1010,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3432,321,1234567,昆明,1115,1310,海口,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3433,321,1234567,深圳,1815,2100,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3434,321,1234567,成都,2225,0050,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3435,320,1234567,深圳,1435,1625,贵阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3436,320,1234567,乌鲁木齐,0935,1335,贵阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3437,77W,1234567,广州,1015,1245,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3438,77W,1234567,成都,1350,1620,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3439,738,1234567,广州,1950,2205,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3440,320,1.3.567,重庆,2305,0105,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3440,320,.2.....,重庆,2305,0120,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3440,320,...4...,重庆,2305,0115,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3441,738,1234567,宁波,1630,1815,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3442,738,1234567,成都,2230,0020,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3443,321,1234567,广州,1220,1500,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3444,321,1234567,成都,1600,1825,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3447,738,1234567,武汉,0805,1005,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3448,738,1234567,成都,1115,1315,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3449,320,1234567,广州,1455,1740,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3450,320,1234567,昆明,1840,2050,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3451,319,1234567,深圳,1335,1615,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3452,319,1234567,丽江,1900,2005,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3453,321,1234567,深圳,1240,1525,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3454,321,1234567,成都,1635,1900,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3455,321,1234567,深圳,1200,1415,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3456,321,1234567,重庆,1520,1720,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3457,330,1234567,深圳,0750,1025,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3458,330,1234567,成都,1150,1420,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3459,320,1234567,深圳,0800,1035,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3460,320,1234567,昆明,1145,1355,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3461,320,1234567,长沙,1425,1630,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3462,320,1234567,成都,1735,1925,长沙,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3463,319,1234567,广州,0830,1040,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3464,319,1234567,拉萨,1545,1805,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3465,320,1234567,深圳,0810,1030,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3466,320,1234567,重庆,1135,1335,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3467,320,1234567,长沙,1910,2125,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3468,320,1234567,昆明,2230,0035,长沙,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3469,738,1234567,武汉,1740,2000,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3470,738,1234567,昆明,2110,2320,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3471,738,1234567,郑州,1340,1550,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3472,738,1234567,成都,1655,1900,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3473,738,1234567,郑州,0725,0945,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3474,738,1234567,成都,1040,1255,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3475,73G,1234567,郑州,0805,1000,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3476,73G,1234567,贵阳,1245,1355,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3477,319,1...5..,广州,0600,1000,林芝,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3478,319,1...5..,林芝,1040,1405,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3479,738,1234567,郑州,1420,1620,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3480,738,1234567,南宁,2010,2145,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3481,319,1234567,广州,0710,0950,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3482,319,1234567,大理,1235,1335,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3483,77W,1234567,广州,1735,2015,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3484,77W,1234567,成都,2120,2335,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3485,738,1234567,广州,1915,2125,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3486,738,1234567,重庆,2230,0035,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3487,320,1234567,广州,1235,1520,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3488,320,1234567,丽江,1810,1910,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3489,319,1234567,广州,1835,2120,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3490,319,1234567,昆明,2230,0030,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3491,738,1234567,郑州,0750,1035,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3492,738,1234567,西双版纳,1320,1425,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3495,733,1234567,郑州,0950,1240,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3496,733,1234567,昆明,1340,1620,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3501,738,1234567,广州,1435,1640,杭州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3502,738,1234567,杭州,1745,2000,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3503,788,1234567,广州,1600,1820,上海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3504,788,1234567,上海,1945,2230,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3505,320,1234567,广州,0725,0905,福州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3506,320,1234567,福州,1030,1225,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3507,738,1234567,广州,1635,1850,南京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3508,738,1234567,南京,1955,2215,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3509,320,1234567,广州,0915,1210,济南,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3510,320,1234567,济南,1255,1540,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3511,738,1234567,广州,1320,1525,杭州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3512,738,..3....,杭州,1630,1845,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3512,738,12.4567,杭州,1630,1900,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3513,738,1234567,广州,0755,1010,南京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3514,738,1234567,南京,1115,1335,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3515,321,1234567,海口,0900,1135,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3516,321,1234567,浦东,1240,1600,海口,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3517,738,1234567,广州,1145,1350,宁波,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3518,738,1234567,宁波,1450,1710,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3519,319,1234567,广州,0825,1035,济宁,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3520,319,1234567,济宁,1120,1345,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3521,320,1234567,广州,0740,0945,杭州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3522,320,1234567,杭州,1055,1315,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3523,77W,1234567,广州,0800,1020,上海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3524,77W,1234567,上海,1145,1425,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3525,330,1234567,广州,1300,1520,上海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3526,77W,1234567,上海,1650,1930,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3527,320,1234567,广州,1625,1820,温州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3528,320,1234567,温州,1920,2125,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3529,319,.....6.,广州,1000,1255,太原,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3529,319,12345.7,广州,0935,1230,太原,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3530,319,.....6.,太原,1400,1645,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3530,319,12345.7,太原,1330,1615,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3531,330,1234567,广州,1000,1220,上海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3532,77W,1234567,上海,1350,1625,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3533,319,1234567,广州,0810,1110,青岛,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3534,319,1234567,青岛,1210,1530,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3537,330,1234567,广州,1100,1320,上海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3538,330,1234567,上海,1450,1725,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3539,E90,1234567,广州,0720,0855,南昌,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3540,E90,.2..567,南昌,0925,1055,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3540,E90,1.34...,南昌,0940,1115,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3541,738,1234567,昆明,0810,1020,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3542,738,1234567,杭州,1850,2035,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3543,738,.2.4.67,武汉,1855,2025,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3543,738,1.3.5..,武汉,1955,2125,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3544,738,.2.4.67,浦东,2130,2335,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3544,738,1.3.5..,浦东,2230,0035,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3545,E90,1234567,广州,2005,2140,南昌,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3546,E90,1234567,南昌,2230,0005,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3547,321,1234567,广州,1900,2120,上海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3548,321,1234567,上海,0950,1230,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3551,321,1234567,深圳,1200,1425,上海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3552,321,1234567,上海,1545,1830,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3553,333,1234567,深圳,0900,1115,上海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3554,333,1234567,上海,1235,1515,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3555,320,1234567,深圳,1335,1535,杭州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3556,320,1234567,杭州,1640,1905,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3557,321,1234567,深圳,1400,1615,上海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3558,321,1234567,上海,1745,2025,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3559,320,1234567,深圳,0805,1020,南京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3560,320,1234567,南京,1135,1405,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3561,321,1234567,深圳,1300,1520,上海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3562,321,1234567,上海,1635,1915,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3563,321,1234567,深圳,1815,2015,杭州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3564,321,1234567,杭州,2120,2345,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3565,320,1234567,深圳,1705,1915,合肥,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3566,320,12...67,合肥,2000,2220,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3566,320,..345..,合肥,2000,2220,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3567,333,1234567,上海,2215,0055,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3568,320,1234567,深圳,0640,0855,上海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3569,320,1234567,深圳,0845,1040,杭州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3570,320,1234567,杭州,1145,1415,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3571,330,1234567,广州,1500,1720,上海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3572,330,1234567,上海,1850,2125,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3573,320,1234567,广州,1605,1915,青岛,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3574,320,1234567,青岛,2010,2330,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3575,333,1234567,深圳,1840,2100,上海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3576,320,1234567,上海,1000,1240,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3577,321,1234567,深圳,1720,1940,南京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3578,333,1234567,南京,0840,1055,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3581,77W,1234567,广州,1700,1920,上海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3582,77W,1234567,上海,2050,2325,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3583,320,1234567,深圳,1000,1145,南昌,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3584,320,..3....,太原,1535,1735,南昌,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3584,320,12.4567,太原,1535,1735,南昌,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3585,319,1.3.5.7,广州,0735,0930,安庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3586,319,1.3.5.7,安庆,1035,1235,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3587,333,1234567,深圳,1700,1920,上海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3588,333,1234567,上海,2050,2340,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3589,321,1234567,深圳,2100,2320,上海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3590,321,1234567,上海,0755,1035,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3591,738,1234567,郑州,0805,0945,上海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3592,738,1234567,上海,1055,1305,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3593,733,1234567,郑州,1530,1725,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3594,733,1234567,浦东,1830,2040,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3595,321,1234567,广州,2000,2220,上海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3596,321,1234567,上海,0850,1125,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3597,738,1234567,鄂尔多斯,1550,1705,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3598,738,1234567,上海,2050,2300,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3599,738,1234567,广州,1025,1240,南京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3600,738,1234567,南京,1345,1610,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3601,320,1234567,广州,0805,1145,沈阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3602,320,1234567,沈阳,1640,2045,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3603,321,1234567,大连,1835,2215,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3604,321,1234567,广州,0800,1125,大连,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3605,320,1234567,广州,0925,1325,长春,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3606,320,1234567,延吉,1610,1715,长春,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3607,319,1234567,大连,1500,1845,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3608,319,..3....,广州,1955,2325,大连,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3608,319,1....6.,广州,2000,2325,大连,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3608,319,.2.45.7,广州,2015,2335,大连,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3609,321,..3...7,广州,0900,1120,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3610,321,..3...7,佳木斯,1620,1940,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3611,321,.2..5..,广州,0900,1120,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3612,321,.2..5..,齐齐哈尔,1630,1940,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ3613,321,1..4.6.,广州,0900,1120,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
