Flight No,Type,Date,Origin,Departure Time,Arrival Time,Destination,IsDome
CA111,B777-200,1234567,北京首都,930,1305,香港,港澳
CA112,B777-200,1234567,香港,1410,1730,北京首都,港澳
CA117,B777-200,1234567,北京首都,1730,2105,香港,港澳
CA118,B777-200,1234567,香港,830,1140,北京首都,港澳
CA417,A330,.2.4.67,成都,1530,1840,桃园,港澳
CA418,A330,.2.4.67,桃园,1950,2335,成都,港澳
CA109,A330-300,1234567,北京首都,1300,1625,香港,港澳
CA110,A330-300,1234567,香港,1830,2205,北京首都,港澳
CA185,A330-300,1234567,北京首都,835,1145,桃园,港澳
CA186,A330-300,1234567,桃园,1850,2225,北京首都,港澳
CA189,A330-300,12.4.6.,北京首都,1405,1710,桃园,港澳
CA190,A330-300,12.4.6.,桃园,1825,2155,北京首都,港澳
CA191,A330-300,......7,上海浦东,1805,1950,桃园,港澳
CA192,A330-300,......7,桃园,2105,2255,上海浦东,港澳
CA195,A330-300,......7,上海浦东,1105,1325,桃园,港澳
CA195,A330-300,.2.4...,上海浦东,1120,1325,桃园,港澳
CA195,A330-300,1.3.56.,上海浦东,1130,1325,桃园,港澳
CA196,A330-300,..3....,桃园,1440,1630,上海浦东,港澳
CA196,A330-300,.....6.,桃园,1440,1810,上海浦东,港澳
CA196,A330-300,1......,桃园,1440,1640,上海浦东,港澳
CA196,A330-300,.2....7,桃园,1440,1615,上海浦东,港澳
CA196,A330-300,...45..,桃园,1440,1740,上海浦东,港澳
CA197,A330-300,.2.456.,上海虹桥,1215,1415,台北松山,港澳
CA198,A330-300,.2.456.,台北松山,1500,1645,上海虹桥,港澳
CA101,A321,1234567,北京首都,805,1135,香港,港澳
CA102,A321,0.234567,香港,1245,1620,北京首都,港澳
CA102,A321,1......,香港,1330,1705,北京首都,港澳
CA107,A321,1234567,北京首都,1830,2200,香港,港澳
CA108,A321,1234567,香港,1030,1355,北京首都,港澳
CA115,A321,1234567,北京首都,1530,1900,香港,港澳
CA116,A321,1234567,香港,2000,2325,北京首都,港澳
CA149,A321,1234567,杭州,930,1120,桃园,港澳
CA150,A321,1234567,桃园,1220,1410,杭州,港澳
CA411,A321,1234567,成都,800,1010,香港,港澳
CA412,A321,1234567,香港,1110,1335,成都,港澳
CA427,A321,1234567,成都,1620,1845,香港,港澳
CA428,A321,1234567,香港,1945,2230,成都,港澳
CA103,B737-800,1234567,天津,835,1150,香港,港澳
CA104,B737-800,1234567,香港,1250,1610,天津,港澳
CA105,B737-800,1234567,大连,1255,1625,香港,港澳
CA106,B737-800,1234567,香港,1725,2100,大连,港澳
CA187,B737-800,.2..5.7,天津,1445,1745,台北松山,港澳
CA187,B737-800,...4...,天津,1455,1755,台北松山,港澳
CA188,B737-800,.2..5.7,台北松山,1845,2145,天津,港澳
CA188,B737-800,...4...,台北松山,1855,2200,天津,港澳
CA409,B737-800,.23.567,重庆,1520,1820,桃园,港澳
CA410,B737-800,.23.567,桃园,1920,2230,重庆,港澳
CA419,B737-800,1234567,重庆,1510,1725,香港,港澳
CA420,B737-800,1234567,香港,1825,2030,重庆,港澳
CA433,B737-800,1234.67,重庆,855,1115,香港,港澳
CA433,B737-800,....5..,重庆,855,1055,香港,港澳
CA434,B737-800,....5..,香港,1230,1440,重庆,港澳
CA434,B737-800,1234.67,香港,1220,1430,重庆,港澳
CA709,B737-800,1234567,天津,1340,1710,香港,港澳
CA710,B737-800,1234567,香港,1810,2120,天津,港澳
CA731,B737-800,1234567,北京首都,1100,1450,澳门,港澳
CA732,B737-800,1234567,澳门,1920,2235,北京首都,港澳
CA119,A320,1234567,武汉,1405,1540,澳门,港澳
CA120,A320,1234567,澳门,1640,1835,武汉,港澳
CA835,A319,.....6.,温州,1520,1325,桃园,港澳
CA835,A319,123.5..,温州,1515,1325,桃园,港澳
CA835,A319,...4...,温州,1515,1315,桃园,港澳
CA835,A319,......7,温州,1635,1325,桃园,港澳
CA836,A319,.2.....,桃园,1415,1910,温州,港澳
CA836,A319,.....6.,桃园,1430,1910,温州,港澳
CA836,A319,...45..,桃园,1540,1910,温州,港澳
CA836,A319,......7,桃园,1430,2200,温州,港澳
CA836,A319,1.3....,桃园,1430,1910,温州,港澳
CA1091,B747-400F,...4...,上海浦东,2045,2245,桃园,港澳
CA1091,B747-400F,.2..5..,上海浦东,2215,55,桃园,港澳
CA1092,B747-400F,..3.56.,桃园,320,510,上海浦东,港澳
CA8421,B747-400F,..3.5..,天津,110,310,桃园,港澳
CA8422,B747-400F,..3.5..,桃园,330,530,天津,港澳
CA8423,B747-400F,...4.67,重庆,110,320,桃园,港澳
CA8424,B747-400F,...4.67,桃园,440,650,重庆,港澳
CZ639,B757-200,1..4.6.,乌鲁木齐,1800,2315,桃园,港澳
CZ640,B757-200,.2..5.7,桃园,45,700,乌鲁木齐,港澳
CZ3087,A321,..3.5..,深圳,1025,1215,桃园,港澳
CZ3087,A321,.....6.,深圳,940,1130,桃园,港澳
CZ3087,A321,1.....7,深圳,1020,1210,桃园,港澳
CZ3087,A321,...4...,深圳,1025,1215,桃园,港澳
CZ3088,A321,1.3.567,桃园,1315,1445,深圳,港澳
CZ3088,A321,...4...,桃园,1315,1445,深圳,港澳
CZ309,A321,1234567,香港,1320,1715,北京首都,港澳
CZ3095,A321,1234567,上海浦东,1410,1610,桃园,港澳
CZ3096,A321,1234567,桃园,1720,1925,上海浦东,港澳
CZ310,A321,1234567,北京首都,825,1220,香港,港澳
CZ3019,B737-800,1234567,桂林,1200,1400,桃园,港澳
CZ3020,B737-800,1234567,桃园,1450,1650,桂林,港澳
CZ3021,B737-800,.2.....,贵阳,840,1110,桃园,港澳
CZ3021,B737-800,...4..7,贵阳,825,1055,桃园,港澳
CZ3021,B737-800,1.3.56.,贵阳,850,1120,桃园,港澳
CZ3022,B737-800,.2.....,桃园,1225,1500,贵阳,港澳
CZ3022,B737-800,1.3.56.,桃园,1225,1500,贵阳,港澳
CZ3022,B737-800,...4..7,桃园,1225,1500,贵阳,港澳
CZ3023,B737-800,1234567,郑州,820,1050,桃园,港澳
CZ3024,B737-800,1234567,桃园,1150,1420,郑州,港澳
CZ3045,B737-800,.2.4.67,南宁,1700,1940,桃园,港澳
CZ3046,B737-800,.2.4.67,桃园,2040,2320,南宁,港澳
CZ3073,B737-800,1234567,郑州,810,1045,香港,港澳
CZ3074,B737-800,.2...6.,香港,1200,1430,郑州,港澳
CZ3074,B737-800,1.345.7,香港,1145,1410,郑州,港澳
CZ3075,B737-800,1234567,武汉,835,1035,香港,港澳
CZ3076,B737-800,1234567,香港,1135,1320,武汉,港澳
CZ3093,B737-800,.2.4..7,武汉,1550,1835,高雄,港澳
CZ3094,B737-800,.2.4..7,高雄,1935,2240,武汉,港澳
CZ311,B737-800,123.567,揭阳潮汕,910,1005,香港,港澳
CZ312,B737-800,123.567,香港,1105,1200,揭阳潮汕,港澳
CZ6045,B737-800,...4..7,义乌,1600,1755,香港,港澳
CZ6045,B737-800,123.56.,义乌,1630,1835,香港,港澳
CZ6046,B737-800,...4..7,香港,1855,2100,义乌,港澳
CZ6046,B737-800,123.56.,香港,1935,2135,义乌,港澳
CZ6063,B737-800,.....6.,郑州,800,1040,高雄,港澳
CZ6063,B737-800,...4...,郑州,750,1040,高雄,港澳
CZ6063,B737-800,.2.....,郑州,800,1040,高雄,港澳
CZ6064,B737-800,.....6.,高雄,1140,1420,郑州,港澳
CZ6064,B737-800,...4...,高雄,1140,1355,郑州,港澳
CZ6064,B737-800,.2.....,高雄,1140,1420,郑州,港澳
CZ8305,B737-800,.2..5.7,武汉,1925,2105,澳门,港澳
CZ8306,B737-800,.2..5.7,澳门,2200,2345,武汉,港澳
CZ8325,B737-800,.2.4.6.,揭阳潮汕,820,925,桃园,港澳
CZ8326,B737-800,.2.4.6.,桃园,1025,1130,揭阳潮汕,港澳
CZ3009,A320,1234567,哈尔滨,800,1130,桃园,港澳
CZ3010,A320,1234567,桃园,1230,1605,哈尔滨,港澳
CZ3011,A320,12.4.6.,沈阳,1500,1805,桃园,港澳
CZ3012,A320,.2.....,桃园,1915,2205,沈阳,港澳
CZ3012,A320,1..4.6.,桃园,1905,2155,沈阳,港澳
CZ3013,A320,..3...7,大连,1635,1930,桃园,港澳
CZ3014,A320,..3...7,桃园,2030,2310,大连,港澳
CZ3017,A320,1......,长沙,1250,1510,桃园,港澳
CZ3017,A320,..3....,长沙,1200,1420,桃园,港澳
CZ3017,A320,....5..,长沙,1200,1420,桃园,港澳
CZ3018,A320,....5..,桃园,1600,1825,长沙,港澳
CZ3018,A320,..3....,桃园,1600,1825,长沙,港澳
CZ3018,A320,1......,桃园,1620,1850,长沙,港澳
CZ3025,A320,12.4.6.,张家界,1525,1755,桃园,港澳
CZ3025,A320,....5..,张家界,1545,1815,桃园,港澳
CZ3026,A320,12.4.6.,桃园,1855,2135,张家界,港澳
CZ3026,A320,....5..,桃园,2100,2340,张家界,港澳
CZ3051,A320,....5..,长春,700,1020,桃园,港澳
CZ3051,A320,1234.6.,长春,755,1120,桃园,港澳
CZ3052,A320,1234.6.,桃园,1220,1540,长春,港澳
CZ3052,A320,....5..,桃园,1150,1510,长春,港澳
CZ635,A320,..3.5.7,沈阳,1500,1905,香港,港澳
CZ636,A320,..3.5.7,香港,2005,2355,沈阳,港澳
CZ3015,B737-700,....5..,武汉,1555,1835,桃园,港澳
CZ3016,B737-700,....5..,桃园,1915,2200,武汉,港澳
CZ341,EMB190,1...5..,梅州,1230,1355,香港,港澳
CZ342,EMB190,1...5..,香港,1455,1600,梅州,港澳
CZ3097,B777-300ER,1234567,广州,1130,1330,桃园,港澳
CZ3098,B777-300ER,1234567,桃园,1430,1635,广州,港澳
MU5005,A330-200,...4...,上海浦东,1620,1810,桃园,港澳
MU5005,A330-200,1.3.5.7,上海浦东,1600,1740,桃园,港澳
MU5005,A330-200,.....6.,上海浦东,1535,1725,桃园,港澳
MU5006,A330-200,1.3.5.7,桃园,1840,2040,上海浦东,港澳
MU5006,A330-200,.....6.,桃园,1825,2015,上海浦东,港澳
MU5006,A330-200,...4...,桃园,1910,2040,上海浦东,港澳
MU5007,A330-300,1234567,上海浦东,1220,1400,桃园,港澳
MU5008,A330-300,1234567,桃园,1500,1700,上海浦东,港澳
MU5097,A330-300,....5..,上海虹桥,1420,1625,台北松山,港澳
MU5097,A330-300,1234.67,上海虹桥,1420,1615,台北松山,港澳
MU5098,A330-300,1234.67,台北松山,1715,1920,上海虹桥,港澳
MU5098,A330-300,....5..,台北松山,1725,1920,上海虹桥,港澳
MU721,A330-300,1234567,上海虹桥,830,1100,香港,港澳
MU722,A330-300,1234567,香港,1200,1440,上海虹桥,港澳
MU2055,A321,1234567,上海虹桥,1550,1805,澳门,港澳
MU2056,A321,1234567,澳门,1905,2145,上海虹桥,港澳
MU5002,A321,1234567,桃园,1730,1855,南京,港澳
MU501,A321,1234567,上海浦东,920,1150,香港,港澳
MU502,A321,1234567,香港,1250,1525,上海浦东,港澳
