Flight No,Type,Date,Origin,Departure Time,Arrival Time,Destination,IsDome
CSC3001,320,..3....,成都/双流,1505,1640,丽江/三义,国内
CSC3001,320,1......,成都/双流,1430,1610,丽江/三义,国内
CSC3002,320,1......,丽江/三义,2035,2200,成都/双流,国内
CSC3002,320,..3....,丽江/三义,2200,2325,成都/双流,国内
CSC3003,319,12345.7,淮安/涟水,0645,0755,济南/遥墙,国内
CSC3004,319,12345.7,济南/遥墙,1010,1120,淮安/涟水,国内
CSC3005,319,......7,舟山/普陀山,0825,0930,温州/龙湾,国内
CSC3006,319,......7,温州/龙湾,1040,1145,舟山/普陀山,国内
CSC3007,319,1.3.5.7,淮安/涟水,0750,0930,武夷山,国内
CSC3008,319,1.3.5.7,武夷山,1020,1200,淮安/涟水,国内
CSC3009,319,12.4.6.,淮安/涟水,0750,0930,武夷山,国内
CSC3010,319,12.4.6.,武夷山,1020,1200,淮安/涟水,国内
CSC3011,319,.2.4.6.,临沂/沭埠岭,1400,1600,连城/冠豸山,国内
CSC3012,319,.2.4.6.,连城/冠豸山,1650,1850,临沂/沭埠岭,国内
CSC3013,319,...4.6.,宜昌/三峡,0815,1125,拉萨/贡嘎,国内
CSC3014,319,...4.6.,拉萨/贡嘎,1300,1610,宜昌/三峡,国内
CSC3015,320,.2.4.6.,桂林/两江,0810,1015,郑州/新郑,国内
CSC3016,320,.2.4.6.,郑州/新郑,1130,1340,桂林/两江,国内
CSC3017,319,.234.67,徐州/观音,0930,1315,拉萨/贡嘎,国内
CSC3018,319,.234.67,拉萨/贡嘎,1405,1750,徐州/观音,国内
CSC3019,319,1......,成都/双流,1345,1610,拉萨/贡嘎,国内
CSC3019,319,.2.....,成都/双流,1635,1855,拉萨/贡嘎,国内
CSC3019,319,..3....,成都/双流,1155,1420,拉萨/贡嘎,国内
CSC3019,319,...4...,成都/双流,1635,1855,拉萨/贡嘎,国内
CSC3019,319,....5..,成都/双流,1145,1410,拉萨/贡嘎,国内
CSC3019,319,.....6.,成都/双流,1635,1855,拉萨/贡嘎,国内
CSC3019,319,......7,成都/双流,1200,1425,拉萨/贡嘎,国内
CSC3020,319,...4...,拉萨/贡嘎,2220,0030,成都/双流,国内
CSC3020,319,1......,拉萨/贡嘎,2155,0005,成都/双流,国内
