Flight No,Type,Date,Origin,Departure Time,Arrival Time,Destination,IsDome
3U8021,320,.2.4.6.,贵阳/龙洞堡,1800,1955,兰州/中川,国内
3U8022,320,.2.4.6.,兰州/中川,1740,1935,贵阳/龙洞堡,国内
3U8025,319,1234567,重庆/江北,1400,1520,九寨/黄龙,国内
3U8026,319,1234567,九寨/黄龙,2325,0050,重庆/江北,国内
3U8027,320,1.3.5.7,合肥/新桥,2055,2300,贵阳/龙洞堡,国内
3U8028,320,1.3.5.7,贵阳/龙洞堡,2350,0155,合肥/新桥,国内
3U8051,321,...4...,成都/双流,2025,2245,北海/福成,国内
3U8051,320,....5..,成都/双流,0635,0845,北海/福成,国内
3U8051,320,.2...6.,成都/双流,2025,2245,北海/福成,国内
3U8052,320,....5..,北海/福成,0930,1135,成都/双流,国内
3U8052,320,.2...6.,北海/福成,2330,0145,成都/双流,国内
3U8052,321,...4...,北海/福成,2330,0145,成都/双流,国内
3U8107,320,1......,昆明/长水,1350,1700,常州/奔牛,国内
3U8107,320,.234567,昆明/长水,1405,1710,常州/奔牛,国内
3U8108,320,1234567,青岛/流亭,2020,2150,常州/奔牛,国内
3U8115,319,1.3.5..,成都/双流,0710,0820,甘南/夏河,国内
3U8116,319,1.3.5..,银川/河东,1045,1150,甘南/夏河,国内
3U8129,319,..3456.,昆明/长水,0925,1025,西双版纳/嘎洒,国内
3U8129,319,12....7,昆明/长水,0925,1030,西双版纳/嘎洒,国内
3U8130,319,..3456.,西双版纳/嘎洒,1105,1205,昆明/长水,国内
3U8130,319,12....7,西双版纳/嘎洒,1115,1220,昆明/长水,国内
3U8133,320,.2.4.6.,三亚/凤凰,1025,1325,郑州/新郑,国内
3U8134,320,.2.4.6.,郑州/新郑,2045,2350,三亚/凤凰,国内
3U8135,320,.2.4.6.,郑州/新郑,1425,1630,绵阳/南郊,国内
3U8136,320,.2.4.6.,绵阳/南郊,1750,1945,郑州/新郑,国内
3U8137,319,.2.4...,重庆/江北,0630,0920,林芝/米林,国内
