Flight No,Type,Date,Origin,Departure Time,Arrival Time,Destination,IsDome
3U8007,321,1.3.5..,重庆,1355,1640,天津,国内
3U8007,320,.2.4.67,重庆,1355,1640,天津,国内
3U8008,320,.2.4.67,天津,1755,2050,重庆,国内
3U8008,321,1.3.5..,天津,1755,2050,重庆,国内
3U8019,320,1234567,成都,1055,1305,长沙,国内
3U8020,320,1.3.5.7,宁波,1625,1810,长沙,国内
3U8020,320,.2.4.6.,宁波,1625,1810,长沙,国内
3U8045,319,12.4567,昆明,1745,2120,天津,国内
3U8045,319,..3....,昆明,1745,2120,天津,国内
3U8046,319,.2.4.6.,天津,2210,0155,昆明,国内
3U8046,319,1.3.5.7,天津,2210,0155,昆明,国内
3U8051,321,1......,成都,2050,2305,北海,国内
3U8051,321,.2.4567,成都,2105,2310,北海,国内
3U8051,321,..3....,成都,2110,2315,北海,国内
3U8052,321,1234567,北海,2355,0155,成都,国内
3U8059,320,.2.4.6.,西昌,0705,0815,贵阳,国内
3U8059,320,1.3.5.7,西昌,1050,1205,贵阳,国内
3U8060,320,.2.4.6.,温州,1200,1445,贵阳,国内
3U8060,320,1.3.5.7,温州,1600,1840,贵阳,国内
3U8063,320,1.3.5.7,成都,0740,1000,珠海,国内
3U8064,320,..3....,珠海,1125,1355,成都,国内
3U8064,320,1...5.7,珠海,1125,1400,成都,国内
3U8107,320,1234567,昆明,1500,1735,常州,国内
3U8108,320,1234567,青岛,2040,2205,常州,国内
3U8113,320,1234567,西昌,1520,1805,南京,国内
3U8114,320,1234567,南京,1910,2220,西昌,国内
3U8115,319,..3....,成都,0850,1025,甘南,国内
3U8115,319,1...5..,成都,0855,1010,甘南,国内
3U8116,319,..3....,银川,1345,1455,甘南,国内
3U8116,319,1......,银川,1325,1435,甘南,国内
3U8116,319,....5..,银川,1325,1435,甘南,国内
3U8117,320,1234567,昆明,1100,1340,南京,国内
3U8118,320,1.3.5.7,南京,1445,1805,昆明,国内
3U8118,320,.2.4.6.,南京,1445,1750,昆明,国内
3U8125,320,.2.4.6.,哈尔滨,0845,1110,石家庄,国内
3U8126,320,.2.4.6.,重庆,1525,1730,石家庄,国内
3U8139,320,..3....,成都,0650,0955,鞍山,国内
3U8139,319,....5.7,成都,0650,0955,鞍山,国内
3U8140,319,....5.7,鞍山,1045,1445,成都,国内
3U8140,320,..3....,鞍山,1045,1445,成都,国内
3U8141,320,1234567,西昌,1740,1930,南宁,国内
3U8142,320,1234567,南宁,2020,2210,西昌,国内
3U8157,319,....5.7,成都,1855,2135,上饶,国内
3U8157,319,.2.....,成都,1740,2005,上饶,国内
3U8158,319,....5.7,上饶,2215,0110,成都,国内
3U8158,319,.2.....,上饶,2050,2340,成都,国内
3U8161,320,.2.4.6.,哈尔滨,0710,1150,广州,国内
3U8162,320,.2.4.6.,广州,1255,1710,哈尔滨,国内
3U8169,320,1.3.5..,杭州,0720,1030,兰州,国内
3U8170,320,1.3.5..,嘉峪关,1425,1550,兰州,国内
3U8181,321,1234567,海口,1200,1520,太原,国内
3U8182,321,1234567,太原,1615,1930,海口,国内
3U8197,321,1......,重庆,0815,0950,合肥,国内
3U8197,321,......7,重庆,0805,0945,合肥,国内
3U8197,321,....5..,重庆,0725,0910,合肥,国内
3U8198,321,....5.7,合肥,1030,1235,重庆,国内
3U8198,321,1......,合肥,1035,1235,重庆,国内
3U8201,320,1.3.5.7,昆明,1635,1940,浦东,国内
3U8202,320,1.3.5.7,浦东,2045,0035,昆明,国内
3U8205,320,1.3.5.7,昆明,1640,1845,广州,国内
3U8206,320,.2.4...,广州,0615,0850,昆明,国内
3U8206,320,1....6.,广州,0620,0850,昆明,国内
3U8207,321,1234567,哈尔滨,0640,0920,济南,国内
3U8208,321,.2.4.6.,揭阳,1425,1655,济南,国内
3U8208,321,1.3.5.7,揭阳,1425,1655,济南,国内
3U8209,320,1.3.5.7,北京,0745,1000,中卫,国内
3U8210,320,1.3.5.7,乌鲁木齐,1725,2015,中卫,国内
3U8211,321,1.3.5.7,西安,1715,1930,浦东,国内
3U8212,321,1.3.5.7,浦东,2035,2345,西安,国内
3U8215,320,.2.4.67,昆明,1510,1745,郑州,国内
3U8216,320,.2.4.6.,郑州,1845,2135,昆明,国内
3U8216,320,......7,郑州,1855,2200,昆明,国内
3U8219,319,..3.5.7,重庆,0620,0750,武汉,国内
3U8220,319,..3.5.7,神农架,1045,1155,武汉,国内
3U8221,320,1234567,昆明,1155,1325,南宁,国内
3U8222,320,1234567,福州,1735,2015,南宁,国内
3U8229,319,.2.4..7,成都,0635,0845,文山,国内
3U8230,319,.2.....,文山,0935,1135,成都,国内
3U8230,319,...4..7,文山,0940,1145,成都,国内
3U8231,321,......7,重庆,1920,2140,青岛,国内
3U8231,320,.....6.,重庆,1855,2130,青岛,国内
3U8231,320,.2.....,重庆,1840,2115,青岛,国内
3U8231,320,1.345..,重庆,1920,2140,青岛,国内
3U8232,320,1.345..,青岛,2255,0155,重庆,国内
3U8232,321,......7,青岛,2255,0155,重庆,国内
3U8232,320,.2.....,青岛,2255,0155,重庆,国内
3U8232,320,.....6.,青岛,2255,0155,重庆,国内
3U8233,319,.2.4.6.,成都,1610,1800,宜春,国内
3U8234,319,.2.4.6.,厦门,2100,2215,宜春,国内
3U8241,320,1.3.5.7,西昌,0700,0920,南昌,国内
3U8242,320,1.3.5.7,温州,1200,1330,南昌,国内
3U8243,320,.2.4.6.,昆明,1655,1935,厦门,国内
3U8244,320,.2.4.6.,厦门,2105,0015,昆明,国内
3U8245,320,.....6.,昆明,0755,1020,合肥,国内
3U8245,320,.2.4...,昆明,0750,1020,合肥,国内
3U8246,320,.2.4.6.,合肥,1105,1400,昆明,国内
3U8251,320,1234567,杭州,0635,0915,重庆,国内
3U8252,320,1234567,丽江,1250,1425,重庆,国内
3U8253,319,...4...,成都,1425,1640,石家庄,国内
3U8253,319,123.567,成都,1425,1640,石家庄,国内
3U8254,319,1234567,沈阳,2035,2225,石家庄,国内
3U8255,319,1.3.5..,成都,0705,0800,达县,国内
3U8256,319,1.3.5..,泉州,1150,1420,达县,国内
3U8257,321,.2.....,成都,1900,2135,天津,国内
3U8257,319,...4.6.,成都,1855,2135,天津,国内
3U8258,321,.2.....,天津,2250,0150,成都,国内
3U8258,319,...4.6.,天津,2250,0150,成都,国内
3U8303,319,.2.4.6.,北京,0650,0855,哈尔滨,国内
3U8304,319,.2.4.6.,哈尔滨,1915,2145,北京,国内
3U8305,319,.2.4.6.,哈尔滨,1020,1345,浦东,国内
3U8306,319,.2.4.6.,浦东,1455,1805,哈尔滨,国内
3U8309,320,1234567,宜宾,1940,2215,南京,国内
3U8315,320,1.3.5.7,杭州,0600,0700,阜阳,国内
3U8316,320,1...5..,成都,1110,1325,阜阳,国内
3U8316,320,..3...7,成都,1055,1305,阜阳,国内
3U8317,320,1.3.5.7,重庆,0635,0820,郑州,国内
3U8318,320,1.3.5.7,延吉,1245,1545,郑州,国内
3U8319,319,1.3.5.7,成都,1405,1535,西安,国内
3U8320,319,1.3.5.7,东营,1905,2035,西安,国内
3U8325,321,1234567,哈尔滨,0640,0945,常州,国内
3U8326,321,...4.6.,福州,1800,1915,常州,国内
3U8326,321,123.5.7,福州,1800,1915,常州,国内
3U8353,320,1234567,天津,0905,1120,南昌,国内
3U8354,320,1234567,北海,1445,1625,南昌,国内
3U8357,320,1234567,天津,0650,1055,海口,国内
3U8358,320,1234567,海口,1155,1530,天津,国内
3U8359,319,..3....,成都,0750,0840,康定,国内
3U8359,319,......7,成都,0750,0850,康定,国内
3U8360,319,1...5..,稻城,0940,1015,康定,国内
3U8365,320,.2.4.6.,昆明,0810,1105,太原,国内
3U8365,320,1.3.5.7,昆明,0750,1050,太原,国内
3U8366,320,1234567,长春,1640,1915,太原,国内
3U8369,321,1234567,成都,0650,0925,天津,国内
3U8370,321,1....67,天津,1045,1345,成都,国内
3U8370,321,.2345..,天津,1045,1340,成都,国内
3U8371,320,1234567,成都,1645,2030,长春,国内
3U8372,320,1234567,长春,2125,0130,成都,国内
3U8375,321,.2....7,成都,2005,2215,南昌,国内
3U8375,320,..3....,成都,2005,2215,南昌,国内
3U8375,320,1......,成都,1615,1830,南昌,国内
3U8375,319,...4...,成都,0810,1015,南昌,国内
3U8375,319,....5..,成都,1950,2200,南昌,国内
3U8375,319,.....6.,成都,1615,1830,南昌,国内
3U8376,321,.2....7,南昌,2300,0130,成都,国内
3U8376,320,..3....,南昌,2300,0145,成都,国内
