Flight No,Type,Date,Origin,Departure Time,Arrival Time,Destination,IsDome
3U603,320,.2..5..,南宁/吴圩,1030,1500,Jakarta/Indonesia,国际
3U604,320,.2..5..,Jakarta/Indonesia,1600,2040,南宁/吴圩,国际
3U8501,319,1234567,西安/咸阳,1655,2025,乌鲁木齐/地窝堡,国内
3U8502,319,1234567,乌鲁木齐/地窝堡,2115,20,西安/咸阳,国内
3U8503,321,.2.4.6.,哈尔滨/太平,1250,1520,徐州/观音,国内
3U8504,321,.2.4.6.,贵阳/龙洞堡,1930,2140,徐州/观音,国内
3U8505,320,1234567,昆明/长水,1100,1325,南京/禄口,国内
3U8506,320,1234567,长春/龙嘉,1745,2015,南京/禄口,国内
3U8507,321,1234567,重庆/江北,740,940,济南/遥墙,国内
3U8508,321,1234567,济南/遥墙,1020,1225,重庆/江北,国内
3U8509,320,1234567,重庆/江北,1500,1630,郑州/新郑,国内
3U8510,320,1234567,郑州/新郑,745,915,重庆/江北,国内
3U8513,319,1234567,重庆/江北,2005,2115,攀枝花/保安营,国内
3U8514,320,1234567,攀枝花/保安营,1300,1410,重庆/江北,国内
3U8515,320,1234567,重庆/江北,2140,5,北京/首都,国内
3U8516,320,1234567,北京/首都,650,930,重庆/江北,国内
3U8525,320,1234567,成都/双流,730,1105,乌鲁木齐/地窝堡,国内
3U8526,319,1234567,喀什,1815,2000,乌鲁木齐/地窝堡,国内
3U8529,319,1.3.5.7,重庆/江北,1355,1555,石家庄/正定,国内
3U8529,319,.2.4.6.,重庆/江北,1355,1555,石家庄/正定,国内
3U8530,319,1.3.5.7,烟台/蓬莱,1845,1955,石家庄/正定,国内
3U8530,319,.2.4.6.,烟台/蓬莱,1845,1955,石家庄/正定,国内
3U8533,319,1.3.5.7,丽江/三义,910,1020,绵阳/南郊,国内
3U8534,319,1.3.5.7,南京/禄口,1335,1515,绵阳/南郊,国内
3U8541,319,.2.4.6.,哈尔滨/太平,815,1100,太原/武宿,国内
3U8541,319,1.3.5.7,哈尔滨/太平,1710,1950,太原/武宿,国内
3U8542,321,.2.4.6.,三亚/凤凰,1605,1940,太原/武宿,国内
3U8542,321,1.3.5.7,三亚/凤凰,820,1150,太原/武宿,国内
3U8545,319,1.3.5.7,成都/双流,1705,1905,德宏/芒市,国内
3U8546,319,1.3.5.7,德宏/芒市,1955,2145,成都/双流,国内
3U8547,321,1234567,成都/双流,2030,2305,北京/首都,国内
3U8548,321,1234567,北京/首都,725,1025,成都/双流,国内
3U8555,320,1234567,成都/双流,700,815,西安/咸阳,国内
3U8556,320,1234567,临沂/沭埠岭,1125,1305,西安/咸阳,国内
3U8573,319,.2.4.6.,成都/双流,1705,1855,西双版纳/嘎洒,国内
3U8574,319,.2.4...,西双版纳/嘎洒,1945,2140,成都/双流,国内
3U8574,319,.....6.,西双版纳/嘎洒,2000,2200,成都/双流,国内
3U8579,330,.2..5.7,成都/双流,930,1240,沈阳/桃仙,国际
3U8580,330,1.3..6.,Vancouver/Canada,220,1240,沈阳/桃仙,国际
3U8585,320,1...5.7,成都/双流,640,815,桂林/两江,国内
3U8585,319,..3....,成都/双流,2010,2145,桂林/两江,国内
3U8586,319,..3....,桂林/两江,2235,10,成都/双流,国内
3U8586,319,1...5.7,桂林/两江,2235,10,成都/双流,国内
3U8593,320,1234567,重庆/江北,805,950,常州/奔牛,国内
3U8594,320,1234567,常州/奔牛,1950,2140,重庆/江北,国内
