Flight No,Type,Date,Origin,Departure Time,Arrival Time,Destination,IsDome
MF897,738,1234567,大连/周水子,955,1205,杭州/萧山,国内
CA1702,321,1234567,北京/首都,1110,1320,杭州/萧山,国内
CA1707,321,1234567,杭州/萧山,1530,1745,北京/首都,国内
CA1709,321,1234567,杭州/萧山,1620,1835,北京/首都,国内
CA1710,321,1234567,北京/首都,1940,2150,杭州/萧山,国内
CA1713,321,1234567,杭州/萧山,2105,2320,北京/首都,国内
CA1714,321,1234567,北京/首都,2110,2320,杭州/萧山,国内
CA1715,321,1234567,杭州/萧山,1745,1955,北京/首都,国内
CA1716,321,1234567,北京/首都,1430,1640,杭州/萧山,国内
CA1717,321,1234567,杭州/萧山,1430,1645,北京/首都,国内
CA1718,321,1234567,北京/首都,1755,2000,杭州/萧山,国内
CA1725,321,1234567,杭州/萧山,1530,1745,广州/白云,国内
CA1726,321,1234567,广州/白云,1905,2105,杭州/萧山,国内
CA1729,321,1234567,杭州/萧山,930,1140,广州/白云,国内
CA1730,321,1234567,广州/白云,1250,1450,杭州/萧山,国内
CA1818,321,1234567,南京/禄口,1140,1350,北京/首都,国内
CA1935,321,0.234567,上海/浦东,1900,2130,广州/白云,国内
CA1935,321,1......,上海/浦东,1900,2130,广州/白云,国内
CA1936,321,1234567,广州/白云,2230,35,上海/浦东,国内
CA1937,321,1234567,上海/浦东,1030,1345,昆明/长水,国内
CA1938,321,1234567,昆明/长水,1450,1800,上海/浦东,国内
CA1939,321,.234..7,上海/浦东,740,1050,兰州/中川,国内
CA4108,321,1234567,北京/首都,1400,1705,成都/双流,国内
CA4177,321,1234567,成都/双流,815,1140,哈尔滨/太平,国内
CA4181,321,1234567,成都/双流,1805,2000,太原/武宿,国内
CA4182,321,1234567,太原/武宿,2045,2300,成都/双流,国内
CA4186,321,1234567,沈阳/桃仙,1205,1555,成都/双流,国内
CA4207,321,1234567,成都/双流,1555,1720,兰州/中川,国内
CA4271,321,1.345.7,成都/双流,730,920,郑州/新郑,国内
CA4272,321,1.345.7,郑州/新郑,1010,1220,成都/双流,国内
CA4321,321,1234567,成都/双流,1450,1640,郑州/新郑,国内
CA4322,321,1234567,郑州/新郑,1725,1935,成都/双流,国内
CA4323,321,1234567,成都/双流,2100,2225,桂林/两江,国内
CA4324,321,1234567,桂林/两江,2310,105,成都/双流,国内
CA4328,321,1234567,南宁/吴圩,2235,30,成都/双流,国内
CA4439,321,1234567,成都/双流,810,920,贵阳/龙洞堡,国内
CA4440,321,1234567,贵阳/龙洞堡,755,900,成都/双流,国内
CA4501,321,1234567,成都/双流,1615,1850,上海/虹桥,国内
CA4502,321,1234567,上海/虹桥,1950,2310,成都/双流,国内
CA4507,321,1234567,成都/双流,1810,2010,南昌/昌北,国内
CA4508,321,1234567,南昌/昌北,2055,2320,成都/双流,国内
CA4519,321,1234567,成都/双流,805,1040,杭州/萧山,国内
CA4520,321,1234567,杭州/萧山,1130,1430,成都/双流,国内
CA8224,321,.2.45.7,长春/龙嘉,1315,1445,烟台/蓬莱,国内
CA1101,738,1234567,北京/首都,2005,2130,呼和浩特/白塔,国内
CA1102,738,1234567,呼和浩特/白塔,730,845,北京/首都,国内
CA1103,738,1234567,北京/首都,620,745,呼和浩特/白塔,国内
CA1104,738,1234567,呼和浩特/白塔,835,955,北京/首都,国内
CA1105,738,1234567,北京/首都,1920,2045,呼和浩特/白塔,国内
CA1106,738,1234567,呼和浩特/白塔,2135,2255,北京/首都,国内
CA1107,738,1234567,北京/首都,2005,2140,包头,国内
CA1108,738,1234567,包头,740,915,北京/首都,国内
Y87919,73F,12345..,郑州/新郑,1345,1450,无锡/硕放,港澳
CA1321,777,1234567,北京/首都,900,1155,广州/白云,国内
CA1322,777,1234567,广州/白云,1330,1635,北京/首都,国内
CA1338,777,1234567,深圳/宝安,1305,1615,北京/首都,国内
CA1339,777,1234567,北京/首都,1200,1510,广州/白云,国内
CA1340,777,1234567,广州/白云,1630,1935,北京/首都,国内
CA1355,777,1234567,北京/首都,1610,1955,海口/美兰,国内
CA1356,777,1234567,海口/美兰,2100,40,北京/首都,国内
CA1407,777,1234567,北京/首都,1600,1910,成都/双流,国内
CA1408,777,1234567,成都/双流,2025,2305,北京/首都,国内
CA1425,777,1234567,北京/首都,1700,2010,成都/双流,国内
CA1426,777,1234567,成都/双流,2125,15,北京/首都,国内
CA1431,777,1234567,北京/首都,750,1040,重庆/江北,国内
CA1432,777,1234567,重庆/江北,1200,1445,北京/首都,国内
CA1501,777,1234567,北京/首都,830,1040,上海/虹桥,国内
