Flight No,Type,Date,Origin,Departure Time,Arrival Time,Destination,IsDome
3U8577/8,319,1234567,乌鲁木齐/地窝堡,1140,1320,喀什,国内
3U8581/2,319,1234567,乌鲁木齐/地窝堡,1240,1350,伊宁,国内
3U8583,319,1234567,成都/双流,725,1100,乌鲁木齐/地窝堡,国内
3U8584,319,1234567,乌鲁木齐/地窝堡,2105,15,成都/双流,国内
3U8591/2,ERJ,1234567,绵阳/南郊,1000,1200,太原/武宿,国内
3U8593/4,320,1234567,重庆/江北,730,920,常州/奔牛,国内
3U8595/6,320,1.3.5.7,常州/奔牛,1010,1220,桂林/两江,国内
3U8597/8,320,1.3.5.7,常州/奔牛,1600,1750,张家界/荷花,国内
3U8603,319,1234567,成都/双流,1930,2020,九寨/黄龙,国内
3U8604,319,1234567,九寨/黄龙,1045,1135,成都/双流,国内
3U8607/8,319,1234567,成都/双流,855,950,九寨/黄龙,国内
3U8613,319,1234567,成都/双流,1945,2035,九寨/黄龙,国内
3U8614,319,1234567,九寨/黄龙,1040,1130,成都/双流,国内
3U8615/6,ERJ,.2.4.6.,重庆/江北,1955,2140,合肥/新桥,国内
3U8627/8,ERJ,1.3.5.7,重庆/江北,905,955,成都/双流,国内
3U8631,ERJ,1234567,绵阳/南郊,800,840,重庆/江北,国内
3U8632,ERJ,1234567,重庆/江北,2115,2205,绵阳/南郊,国内
3U8633/4,319,1.3.5.7,重庆/江北,1405,1630,拉萨/贡嘎,国内
3U8633/4,319,.2.4.6.,重庆/江北,1400,1625,拉萨/贡嘎,国内
3U8637,319,1234567,重庆/江北,1740,1850,九寨/黄龙,国内
3U8638,319,1234567,九寨/黄龙,1250,1400,重庆/江北,国内
3U8641/2,ERJ,1234567,重庆/江北,745,830,黔江/武陵山,国内
3U8643,320,1234567,成都/双流,1650,1755,西昌/青山,国内
3U8644,320,1234567,西昌/青山,1400,1500,成都/双流,国内
3U8649/50,ERJ,.2.4.6.,重庆/江北,1345,1500,西安/咸阳,国内
3U8657/8,319,1234567,成都/双流,1205,1400,拉萨/贡嘎,国内
3U8659,319,1234567,重庆/江北,1440,1550,攀枝花/保安营,国内
3U8660,319,1234567,攀枝花/保安营,1250,1400,重庆/江北,国内
3U8663/4,320,......7,杭州/萧山,1650,1850,大连/周水子,国内
3U8665/6,319,1.3.5.7,重庆/江北,755,1020,拉萨/贡嘎,国内
3U8665/6,319,.2.4.6.,重庆/江北,755,1020,拉萨/贡嘎,国内
3U8667/8,320,.2.4.6.,成都/双流,730,850,昆明/长水,国内
3U8667/8,320,1.3.5.7,成都/双流,730,850,昆明/长水,国内
3U8673/4,320,1234567,兰州/中川,925,1105,贵阳/龙洞堡,国内
3U8675/6,ERJ,1234567,成都/双流,805,915,贵阳/龙洞堡,国内
3U8685/6,319,1234567,西安/咸阳,1855,2000,银川/河东,国内
3U8687/8,319,1234567,西安/咸阳,750,910,西宁/曹家堡,国内
3U8691,319,1234567,成都/双流,905,1015,丽江/三义,国内
3U8692,319,1234567,丽江/三义,1050,1200,成都/双流,国内
3U8693/4,ERJ,1.3.5.7,绵阳/南郊,1725,1845,兰州/中川,国内
